name,title,agency,acronym,division_path,phone,phone_2,division_phone,fax,address,city,state,zip,section,vacant,name_source,other_source_name
David Stark,Executive Financial Officer,"Parks, NYC",,Administration,(212) 360-8265,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
Joy Wang,Deputy Commissioner/Chief Administrative Officer,"Parks, NYC",,Administration,(212) 360-1302,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
Odetty Tineo,City Legislative Affairs Director,"Mayor, Office of the",OOM,City Legislative Affairs,,,(212) 788-3678,,253 Broadway,New York,NY,10007,City,,Green Book,
Melody Ruiz,Chief EEO Officer,"Mayor, Office of the",OOM,Office of Equal Employment Opportunity,,,(718) 213-5993,,375 Pearl St.,New York,NY,10038,City,,Green Book,
Jessenia Aponte,Borough Commissioner,"Parks, NYC",,Operations > Operations Borough Offices > Bronx,(718) 430-1801,,(718) 430-1800,,"Ranaqua, Bronx Park",Bronx,NY,10462,City,,Green Book,
Martin G. Maher,Borough Commissioner,"Parks, NYC",,Operations > Operations Borough Offices > Brooklyn,(718) 965-8917,,(718) 965-8900,,"Litchfield Villa, Prospect Park",Brooklyn,NY,11215,City,,Green Book,
Ramzi Kassem,Chief of Staff,"Mayor, Office of the",OOM,Chief Counsel to the Mayor and City Hall,,,(212) 788-3000,,City Hall,New York,NY,10007,City,,Green Book,
Nisha Argawal,Commissioner,"Mayor, Office of the",OOM,Mayor's Office for People With Disabilities,,,(212) 788-2838,,100 Gold St.,New York,NY,10038,City,,Green Book,
(vacant),"Assistant Commissioner, Operations",Citywide Administrative Services,DCAS,Energy Management,(212) 386-6314,,,,1 Centre St.,New York,NY,10007,City,yes,Green Book,
Elizabeth W. Smith,"President & Chief Executive Officer, Central Park Administrator","Parks, NYC",,Central Park Conservancy,(212) 310-6669,,(212) 310-6600,,717 Fifth Avenue,New York,NY,10022,City,,Green Book,
Shauna K. Stribula,Assistant Commissioner,Citywide Administrative Services,DCAS,Administration,(212) 386-0383,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Roger Mosier,Chief of Park Operations,"Parks, NYC",,Central Park Conservancy,(212) 310-6622,,(212) 310-6600,,717 Fifth Avenue,New York,NY,10022,City,,Green Book,
Stephen Spinelli,Chief Financial Officer,"Parks, NYC",,Central Park Conservancy,(212) 310-6623,,(212) 310-6600,,717 Fifth Avenue,New York,NY,10022,City,,Green Book,
"Thomas L. Kempner, Jr.",Chair,"Parks, NYC",,Central Park Conservancy,,,(212) 310-6600,,717 Fifth Avenue,New York,NY,10022,City,,Green Book,
Maryanne Schretzman,Executive Director,"Mayor, Office of the",OOM,Center for Innovation Through Data Intelligence (CIDI),,,(212) 788-3000,,253 Broadway,New York,NY,10007,City,,Green Book,
Iyana Titus,"Assistant Commissioner, DEIB","Parks, NYC",,"Diversity, Equity, Inclusion, and Belonging (DEIB)",(212) 360-2707,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
Joe Cavello,Press Secretary,"Mayor, Office of the",OOM,Mayor's Office of Communication,,,(212) 788-3000,,City Hall,New York,NY,10007,City,,Green Book,
Ali Rasoulinejad,"Assistant Commissioner, Strategic Planning and Services",Citywide Administrative Services,DCAS,Citywide Human Capital,(212) 386-0248,,(212) 669-7155,,1 Centre St.,New York,NY,10007,City,,Green Book,
Amy Rice Ph D.,President,"Parks, NYC",,Greenbelt Conservancy,,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
Christopher Greene Ph D.,First Vice President,"Parks, NYC",,Greenbelt Conservancy,,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
John Mancuso,Second Vice President,"Parks, NYC",,Greenbelt Conservancy,,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
Steven Cain,Greenbelt Administrator & Greenbelt Conservancy Executive Director,"Parks, NYC",,Greenbelt Conservancy,(718) 667-2165,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
Laura Rog,Chief Service Officer,"Mayor, Office of the",OOM,NYC Service,,,(212) 788-7550,,253 Broadway,New York,NY,10007,City,,Green Book,
Zohran K. Mamdani,Mayor of the City of New York,"Mayor, Office of the",OOM,,,,,,City Hall,New York,NY,10007,City,,Green Book,
Russell Antonucci,Assistant Commissioner for Innovation and Performance Management,"Parks, NYC",,Operations > Innovative Performance Management,(212) 360-8276,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
Alessandro G. Olivieri,General Counsel,"Parks, NYC",,Legal/Compliance,(212) 360-1314,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
John Luisi,"Assistant Commissioner, Agency Compliance","Parks, NYC",,Legal/Compliance,(212) 360-3431,,,,"The Arsenal, Central Park, 830 5th Ave. Room 203",New York,NY,10065,City,,Green Book,
Bitta Mostofi,Special Advisor for Strategic Coordination and Operations to the First Deputy Mayor,"Mayor, Office of the",OOM,First Deputy Mayor,,,(212) 788-3000,,City Hall,New York,NY,10007,City,,Green Book,
Clara Ronk,"Director, City Store",Citywide Administrative Services,DCAS,Administration,(212) 386-6380,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Christian Zimmerman,Vice President Capital & Landscape Management,"Parks, NYC",,Prospect Park Alliance,(718) 965-7767,,(718) 965-8951,,95 Prospect Park West,Brooklyn,NY,11215,City,,Green Book,
Iris Weinshall,Chair,"Parks, NYC",,Prospect Park Alliance,,,(718) 965-8951,,95 Prospect Park West,Brooklyn,NY,11215,City,,Green Book,
Morgan Monaco,President & Park Administrator,"Parks, NYC",,Prospect Park Alliance,(718) 965-8982,,(718) 965-8951,,95 Prospect Park West,Brooklyn,NY,11215,City,,Green Book,
Anna Bahr,Communications Director,"Mayor, Office of the",OOM,Mayor's Office of Communication,,,(212) 788-3000,,City Hall,New York,NY,10007,City,,Green Book,
Faiza Ali,Commissioner,"Mayor, Office of the",OOM,Mayor's Office of Immigrant Affairs,,,(212) 788-7654,,253 Broadway,New York,NY,10007,City,,Green Book,
Helen Arteaga,Deputy Mayor Health & Human Services,"Mayor, Office of the",OOM,Deputy Mayor for Health & Human Services,,,(212) 788-3000,,City Hall,New York,NY,10007,City,,Green Book,
Charles T. Goldsmith,"Assistant Commissioner, Facilities Management Operations",Citywide Administrative Services,DCAS,Facilities Management & Construction,(212) 386-5071,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Jacqueline Langsam,Borough Commissioner,"Parks, NYC",,Operations > Operations Borough Offices > Queens,(718) 520-5924,,(718) 520-5900,,"The Overlook, Forest Park",Kew Gardens,NY,11415,City,,Green Book,
David Salerno,Park Administrator,"Parks, NYC",,Randall's Island Park Alliance,(212) 860-1899,,,,10 Central Road,New York,NY,10035,City,,Green Book,
Deborah Maher,President,"Parks, NYC",,Randall's Island Park Alliance,(212) 860-1899,,,,10 Central Road,New York,NY,10035,City,,Green Book,
Leila Bozorg,Deputy Mayor for Housing & Planning,"Mayor, Office of the",OOM,Deputy Mayor for Housing & Planning,,,(212) 788-3000,,City Hall,New York,NY,10007,City,,Green Book,
Kristen Meade,Director of Volunteer initiatives,"Parks, NYC",,Riverside Park Conservancy,,,(212) 870-3070,,475 Riverside Dr.,New York,NY,10115,City,,Green Book,
Merrritt Birnbaum,President/CEO,"Parks, NYC",,Riverside Park Conservancy,(212) 870-3079,,(212) 870-3070,,475 Riverside Dr.,New York,NY,10115,City,,Green Book,
Julie Su,Deputy Mayor for Economic Justice,"Mayor, Office of the",OOM,Deputy Mayor for Economic Justice,,,(212) 788-3000,,City Hall,New York,NY,10007,City,,Green Book,
Elle Bisgaard-Church,Chief of Staff,"Mayor, Office of the",OOM,Chief of Staff,,,(212) 788-3000,,City Hall,New York,NY,10007,City,,Green Book,
Andrea Glick,First Deputy Executive Director,"Payroll Administration, Office of",OPA,,(212) 742-5900,,,,5 Manhattan West,New York,NY,10001,City,,Green Book,
Elizabeth Mejia,Executive Assistant,"Payroll Administration, Office of",OPA,,(212) 742-5904,,,,5 Manhattan West,New York,NY,10001,City,,Green Book,
Neil Matthew,Executive Director,"Payroll Administration, Office of",OPA,,(212) 857-7301,,,(212) 857-1106,5 Manhattan West,New York,NY,10001,City,,Green Book,
Wanda Vega,Executive Assistant,"Payroll Administration, Office of",OPA,,(212) 742-5623,,,,5 Manhattan West,New York,NY,10001,City,,Green Book,
(vacant),Assistant to the Deputy Executive Director,"Payroll Administration, Office of",OPA,Bureau of Payroll Operations,(212) 742-5623,,,,5 Manhattan West,New York,NY,10001,City,yes,Green Book,
(vacant),Deputy Executive Director,"Payroll Administration, Office of",OPA,Bureau of Payroll Operations,(212) 857-7301,,,,5 Manhattan West,New York,NY,10001,City,yes,Green Book,
Victor Levy,FOIL Officer,"Payroll Administration, Office of",OPA,FOIL Officer,(212) 857-1523,,,,5 Manhattan West,New York,NY,10001,City,,Green Book,
Aamer Parvez,Agency Chief Contracting Officer (ACCO),"Payroll Administration, Office of",OPA,FOIL Officer > Procurement & Contracts Administration,(212) 742-5942,,,,5 Manhattan West,New York,NY,10001,City,,Green Book,
Marnie L. Blit,Executive Director,"Police Corruption, Commission To Combat",CCPC,,(212) 806-5370,,,,17 Battery Pl.,New York,NY,10004,City,,Green Book,
Joseph E. Kenny,Chief of Detectives,Police Department,NYPD,,(646) 610-5430,,,,1 Police Plaza,New York,NY,10038,City,,Green Book,
Michael Gerber,"Deputy Commissioner, Legal Matters",Police Department,NYPD,,(646) 610-5336,,,,1 Police Plaza,New York,NY,10038,City,,Green Book,
Rosemarie Maldonado,"Deputy Commissioner, Trials",Police Department,NYPD,,(646) 610-5424,,,,1 Police Plaza,New York,NY,10038,City,,Green Book,
Tania Kinsella,First Deputy Commissioner,Police Department,NYPD,,(646) 610-5420,,,,1 Police Plaza,New York,NY,10038,City,,Green Book,
Wilson Aramboles,"Bureau Chief, Commanding",Police Department,NYPD,Office of the Chief of Special Operations,,,(718) 677-8238,,Floyd Bennet Field,Brooklyn,NY,11234,City,,Green Book,
Lisa Kersavage,Chair,Landmarks Preservation Commission,LPC,,(212) 602-6385,,,,253 Broadway,New York,NY,10007,City,,Green Book,
Melissa A. Eger,"Assistant Chief, Commanding",Police Department,NYPD,Patrol Borough Manhattan South,,,(212) 477-7436,,230 E. 21st St.,New York,NY,10010,City,,Green Book,
Sharun Goodwin,Commissioner,Probation,DOP,,(212) 510-3710,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
(vacant),Executive Director,Landmarks Preservation Commission,LPC,,(212) 602-6385,,,,253 Broadway,New York,NY,10007,City,yes,Green Book,
Gabriel Torres J.D.,Director of Intergovernmental Affairs and Communications,"Correction, Board of",BOC,,(212) 266-4368,,,,2 Lafayette St.,New York,NY,10007,City,,Green Book,
John Como,Chief Operations Officer,Police Pension Fund,,,(212) 693-5084,,,,233 Broadway,New York,NY,10007,City,,Green Book,
Chloe Gregoire,Public Information Officer,Landmarks Preservation Commission,LPC,,(212) 669-7817,,,,253 Broadway,New York,NY,10007,City,,Green Book,
Kevin Holloran,Executive Director,Police Pension Fund,,,(212) 693-6880,,,,233 Broadway,New York,NY,10007,City,,Green Book,
Michael E. Ragone,"Director, Human Resources",Police Pension Fund,,,(212) 693-5127,,,,233 Broadway,New York,NY,10007,City,,Green Book,
Jasmine Georges-Yilla,Interim Executive Director,"Correction, Board of",BOC,,(212) 669-7900,,,,2 Lafayette St.,New York,NY,10007,City,,governance dataset,Melissa Cintron Hernandez
Robert Sens-Castet,Deputy Executive Director,Police Pension Fund,,,(212) 693-5085,,,,233 Broadway,New York,NY,10007,City,,Green Book,
Robert Sens-Castet,Intergovernmental Affairs Officer,Police Pension Fund,,,(212) 693-5085,,,,233 Broadway,New York,NY,10007,City,,Green Book,
Sal LoCascio,Chief of Staff,Police Pension Fund,,,(212) 693-5601,,,,233 Broadway,New York,NY,10007,City,,Green Book,
Stanley Thomas,Chief Fiscal Officer,Police Pension Fund,,,(212) 693-5060,,,,233 Broadway,New York,NY,10007,City,,Green Book,
Sharun Goodwin,"Deputy Commissioner, Adult Operations",Probation,DOP,,(212) 510-3750,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
James Ralston,"Assistant Commissioner, Financial Operations",Probation,DOP,Administration,(212) 510-3830,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Ralph DiFiore,Associate Commissioner,Probation,DOP,Intelligence Unit (Intel),(212) 933-3248,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Lisa Frost,"Associate Commissioner, Juvenile Operations",Probation,DOP,Juvenile Operations,(212) 510-3775,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Hugh Campbell,Counsel,Public Administrator,,Public Administrator - Bronx County,(718) 293-7660,,(718) 293-7660,(718) 293-7851,851 Grand Concourse,Bronx,NY,10451,County,,Green Book,
Brian Chang,"Deputy Commissioner, Energy Management",Citywide Administrative Services,DCAS,Energy Management,(212) 386-0230,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Dahlia Damas,Public Administrator,Public Administrator,,Public Administrator - New York County,(212) 788-8430,,(212) 788-8430,,31 Chambers St.,New York,NY,10007,County,,Green Book,
"Schram, Graber and Opell P.C.",Counsel,Public Administrator,,Public Administrator - New York County,(212) 896-3310,,(212) 788-8430,,31 Chambers St.,New York,NY,10007,County,,Green Book,
"Steve Finkelstein, Esq.",Counsel,Public Administrator,,Public Administrator - New York County,(212) 363-2500,,(212) 788-8430,,31 Chambers St.,New York,NY,10007,County,,Green Book,
Gerard J. Sweeney,Counsel,Public Administrator,,Public Administrator - Queens County,(718) 459-9000,,(718) 526-5037,,88-11 Sutphin Blvd.,Jamaica,NY,11435,County,,Green Book,
Lois M. Rosenblatt,Public Administrator,Public Administrator,,Public Administrator - Queens County,,,(718) 526-5037,,88-11 Sutphin Blvd.,Jamaica,NY,11435,County,,Green Book,
Susan B. Brown,Deputy Public Administrator,Public Administrator,,Public Administrator - Queens County,(718) 526-5037,,(718) 526-5037,,88-11 Sutphin Blvd.,Jamaica,NY,11435,County,,Green Book,
Andrew Poznaski,Co-Counsel,Public Administrator,,Public Administrator - Richmond County,(646) 484-9646,,(718) 876-7228,,130 Stuyvesant Pl.,Staten Island,NY,10301,County,,Green Book,
Daniel C. Marrota,Co-Counsel,Public Administrator,,Public Administrator - Richmond County,(212) 349-1200,,(718) 876-7228,,130 Stuyvesant Pl.,Staten Island,NY,10301,County,,Green Book,
Edwina Frances Martin,Public Administrator,Public Administrator,,Public Administrator - Richmond County,,,(718) 876-7228,,130 Stuyvesant Pl.,Staten Island,NY,10301,County,,Green Book,
Vincent Argenziano,Deputy Public Administrator,Public Administrator,,Public Administrator - Richmond County,(718) 876-7228,,(718) 876-7228,,130 Stuyvesant Pl.,Staten Island,NY,10301,County,,Green Book,
Beverly Gooding,"Director, Constituent Services",Public Advocate for the City of New York,,,(212) 669-4799,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
"Elizabeth Guzman, Esq.",General Counsel,Public Advocate for the City of New York,,,(212) 669-2176,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Josenia Dominguez,Director of Administration,Public Advocate for the City of New York,,,(212) 669-4120,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Jumaane D. Williams,Public Advocate,Public Advocate for the City of New York,,,(212) 669-7200,,,(212) 669-4701,1 Centre St.,New York,NY,10007,City,,Green Book,
Dennis M. Walcott,President & Chief Executive Officer,Queens Public Library,QPL,,(718) 990-0796,,,,89-11 Merrick Blvd.,Jamaica,NY,11432,City,,Green Book,
Gitte Peng,"Chief of Staff, Senior Vice President",Queens Public Library,QPL,,,,,,89-11 Merrick Blvd.,Jamaica,NY,11432,City,,Green Book,
Justin Deabler,"General Counsel, Senior Vice President",Queens Public Library,QPL,,,,,,89-11 Merrick Blvd.,Jamaica,NY,11432,City,,Green Book,
Nick Buron,"Chief Librarian, Senior Vice President",Queens Public Library,QPL,,,,,,89-11 Merrick Blvd.,Jamaica,NY,11432,City,,Green Book,
Stephen G. Mack,"Chief Financial Officer, Senior Vice President",Queens Public Library,QPL,,,,,,89-11 Merrick Blvd.,Jamaica,NY,11432,City,,Green Book,
Sung Mo Kim,"Chief Operating Officer, Senior Vice President",Queens Public Library,QPL,,,,,,89-11 Merrick Blvd.,Jamaica,NY,11432,City,,Green Book,
Kenneth R. Cobb,Assistant Commissioner,Records & Information Services,,,(212) 788-8604,,,,31 Chambers St.,New York,NY,10007,City,,Green Book,
Kenneth R. Cobb,Freedom of Information Act Officer,Records & Information Services,,,(212) 788-8604,,,,31 Chambers St.,New York,NY,10007,City,,Green Book,
LaTonya C. Jones,Director Community & External Programs/EEO Officer,Records & Information Services,,,(212) 341-6022,,,,31 Chambers St.,New York,NY,10007,City,,Green Book,
Naomi Pacheco,Director of Administrative Operations,Records & Information Services,,,(212) 788-8622,,,,31 Chambers St.,New York,NY,10007,City,,Green Book,
Shawn(ta) Smith-Cruz,Commissioner,Records & Information Services,,,(212) 788-8607,,,,31 Chambers St.,New York,NY,10007,City,,governance dataset,Pauline Toole
Eleanor Prince,Supervisor,Records & Information Services,,Grants Administration Unit,(212) 788-8571,,(212) NEW-YORK,,31 Chambers St.,New York,NY,10007,City,,Green Book,
Sylvia Kollar,Director,Records & Information Services,,Municipal Archives,(212) 788-8617,,(212) NEW-YORK,,31 Chambers St.,New York,NY,10007,City,,Green Book,
Rose Nagle-Yndigoyen,Director,Records & Information Services,,Municipal Records Management Division,(212) 788-8657,,(212) NEW-YORK,,31 Chambers St.,New York,NY,10007,City,,Green Book,
Andrew McLaughlin,Executive Director,Rent Guidelines Board,RGB,,(212) 669-7482,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Anthony Bianculli,"Chief, Support Services",Sanitation,DSNY,Support Services > Building Maintenance,(718) 334-8910,,,,52-35 58th Street,Woodside,NY,11377,City,,Green Book,
Edmund Lee,Chief Information Officer,Sanitation,DSNY,Support Services > Bureau of Information Technology,(212) 291-1201,,,,375 Pearl St.,New York,NY,10038,City,,Green Book,
Michelle Coke,"Deputy Commissioner, Information Technology",Sanitation,DSNY,Support Services > Bureau of Information Technology,(212) 291-1170,,,,375 Pearl St.,New York,NY,10038,City,,Green Book,
Adil Tahir,"Assistant Commissioner, Human Capital",Sanitation,DSNY,Human Capital,(646) 885-0900,,,,125 Worth St.,New York,NY,10013,City,,Green Book,
Ayana Brooks,"Deputy Commissioner, Human Capital",Sanitation,DSNY,Human Capital,(646) 885-0839,,,,125 Worth St.,New York,NY,10013,City,,Green Book,
Arturo Sanchez,Assistant Inspector General,Sanitation,DSNY,Inspector General,(212) 825-5949,,,,80 Maiden Lane,New York,NY,10038,City,,Green Book,
Robert Orlin,Deputy Commissioner/General Counsel,Sanitation,DSNY,Legal Affairs,(646) 885-5006,,,,125 Worth St.,New York,NY,10013,City,,Green Book,
Anthony Pennolino,Chief of Department,Sanitation,DSNY,Operations,(646) 885-4731,,,,125 Worth St.,New York,NY,10013,City,,Green Book,
Javier Lojan,First Deputy Commissioner,Sanitation,DSNY,Operations,(646) 885-4727,,,,125 Worth St.,New York,NY,10013,City,,Green Book,
Belinda Mager,"Director, Communications",Sanitation,DSNY,Public Affairs and Customer Experience,(646) 885-5020,,(646) 885-5020,,125 Worth St.,New York,NY,10013,City,,Green Book,
Jonathan Viguers,"Assistant Commissioner, Outreach",Sanitation,DSNY,Public Affairs and Customer Experience,(646) 984-4330,,(646) 885-5020,,125 Worth St.,New York,NY,10013,City,,Green Book,
Joshua Goodman,"Deputy Commissioner, Public Affairs and Customer Experience",Sanitation,DSNY,Public Affairs and Customer Experience,(646) 885-5020,,(646) 885-5020,,125 Worth St.,New York,NY,10013,City,,Green Book,
Vincent Gragnani,Press Secretary,Sanitation,DSNY,Public Affairs and Customer Experience,(646) 885-5020,,(646) 885-5020,,125 Worth St.,New York,NY,10013,City,,Green Book,
Andrea Bender,"Vice President, External Affairs","School Construction Authority, NYC",SCA,,(718) 472-8005,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Cora Liu,"Vice President, Capital Planning Management","School Construction Authority, NYC",SCA,,(718) 472-8377,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Emanuele Innamorato,Chief Information Officer,"School Construction Authority, NYC",SCA,,(718) 472-8860,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Gordon Tung P.E.,"Vice President, Construction Management","School Construction Authority, NYC",SCA,,(718) 472-8685,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Karen Maher,Chief of Staff,"School Construction Authority, NYC",SCA,,(718) 472-8007,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Kevin Ortiz,Media Relations,"School Construction Authority, NYC",SCA,,(718) 472-8559,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Marianne Egri,"Vice President, Finance & Human Resources","School Construction Authority, NYC",SCA,,(718) 472-8012,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Nadine Rivellese,Vice President & General Counsel,"School Construction Authority, NYC",SCA,,(718) 472-8220,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Nina Kubota,President/Chief Executive Officer,"School Construction Authority, NYC",SCA,,(718) 472-8001,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Robert J. Sanft,Chief Operating Officer,"School Construction Authority, NYC",SCA,,(718) 472-8004,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Stacey L. Tyson,Chief Contracting Officer,"School Construction Authority, NYC",SCA,,(718) 472-8234,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Stanley Dahir,Chief Design & Construction Innovation Officer,"School Construction Authority, NYC",SCA,,(718) 472-8740,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Suzanne S. Veira,Chief Diversity Officer,"School Construction Authority, NYC",SCA,,(718) 472-8053,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Thomas Fariello R.A.,"Vice President, Environmental & Regulatory Compliance","School Construction Authority, NYC",SCA,,(718) 472-8050,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Yvette Knight,"Director, External Affairs","School Construction Authority, NYC",SCA,,(718) 472-8199,,,,30-30 Thomson Ave.,Long Island City,NY,11101,City,,Green Book,
Kelly Corso,"Deputy Commissioner, Hearings Division","Administrative Trials And Hearings, Office of",OATH,,(212) 436-0595,,,,100 Church St.,New York,NY,10007,City,,Green Book,
Liz Vladeck,General Counsel/Records Access Officer,Educational Construction Fund,ECF,,(212) 374-5200,,,,25-01 Jackson Ave.,Long Island City,NY,11101,City,,Green Book,
Jennifer Maldonado,Chief Executive Officer,Educational Construction Fund,ECF,,(212) 374-5026,,,,25-01 Jackson Ave.,Long Island City,NY,11101,City,,Green Book,
Cynthia Wong,Chief Financial Officer,Educational Construction Fund,ECF,,(718) 472-8285,,,,25-01 Jackson Ave.,Long Island City,NY,11101,City,,Green Book,
Katherine Chan,Deputy Commissioner,Small Business Services,SBS,Division of Business Services,(212) 618-6757,,,,One Liberty Plaza,New York,NY,10006,City,,Green Book,
Tenisha Dyer,Deputy Commissioner,Small Business Services,SBS,Division Of Economic Financial Opportunity,(212) 513-6370,,,,One Liberty Plaza,New York,NY,10006,City,,Green Book,
Anthony Dellolio,General Counsel,Small Business Services,SBS,Financial Management & Administration,(212) 513-9259,,,,One Liberty Plaza,New York,NY,10006,City,,Green Book,
David Lubetkin,Chief Information Officer,Small Business Services,SBS,Financial Management & Administration,(212) 618-6771,,,,One Liberty Plaza,New York,NY,10006,City,,Green Book,
Frank Ng,Deputy Commissioner/General Counsel,"Administrative Trials And Hearings, Office of",OATH,,(212) 933-3003,,,,100 Church St.,New York,NY,10007,City,,Green Book,
Calvin Brown,Deputy Commissioner,Small Business Services,SBS,Neighborhood Development Division,(212) 618-8922,,,,One Liberty Plaza,New York,NY,10006,City,,Green Book,
Carlo Costanza,Executive Director,"Standards And Appeals, Board of",BSA,,(212) 386-0068,,,,22 Reade St.,New York,NY,10007,City,,Green Book,
Chase Vine,General Counsel,"Standards And Appeals, Board of",BSA,,(212) 386-0069,,,,22 Reade St.,New York,NY,10007,City,,Green Book,
Toni Matias,Deputy Director,"Standards And Appeals, Board of",BSA,,(212) 386-0085,,,,22 Reade St.,New York,NY,10007,City,,Green Book,
Yaa Sarpong,Deputy Counsel,"Standards And Appeals, Board of",BSA,,(212) 386-0081,,,,22 Reade St.,New York,NY,10007,City,,Green Book,
Kelly Corso,"Deputy Commissioner, Hearings Division","Administrative Trials And Hearings, Office of",OATH,Hearings Division,(212) 436-0595,,(844) 628-4692,,100 Church St.,New York,NY,10007,City,,Green Book,
(vacant),Administrative Law Judge,"Tax Appeals, Office Of Administrative",OATA,New York City Tax Appeals Tribunal > Administrative Law Judge Division,,,(212) 669-4501,,1 Centre St.,New York,NY,10007,City,yes,Green Book,
Ann Petterson,,"Tax Appeals, Office Of Administrative",OATA,New York City Tax Appeals Tribunal > Administrative Law Judge Division > Inspector General,(212) 825-2826,,,,1 Centre St.,New York,NY,10007,City,,Green Book,
Ann Petterson,,"Tax Appeals, Office Of Administrative",OATA,The Tax Commission > Inspector General,(212) 825-2826,,,,,,,,City,,Green Book,
(vacant),General Counsel,"Tax Appeals, Office Of Administrative",OATA,New York City Tax Appeals Tribunal,(212) 669-2070,,(212) 669-2070,,,,,,City,yes,Green Book,
Audrey Feldman,Inspector General,Taxi & Limousine Commission,TLC,Inspector General,(212) 825-2438,,,,80 Maiden Lane,New York,NY,10038,City,,Green Book,
Aisha Richard,Deputy Commissioner,Taxi & Limousine Commission,TLC,Licensing & Standards Division,(718) 391-5612,,(718) 391-5501,,31-00 47th Ave.,Long Island City,NY,11101,City,,Green Book,
Michelle Shiwamber-Persaud,Assistant Commissioner,Taxi & Limousine Commission,TLC,Licensing & Standards Division,(718) 391-5650,,(718) 391-5501,,31-00 47th Ave.,Long Island City,NY,11101,City,,Green Book,
Latifah Williams,Records Access Officer,Taxi & Limousine Commission,TLC,Office of Legal Affairs,(212) 676-1106,,(212) 676-1135,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Sherryl Eluto,"Deputy Commissioner, Legal Affairs/General Counsel",Taxi & Limousine Commission,TLC,Office of Legal Affairs,(212) 676-1089,,(212) 676-1135,(212) 676-1102,33 Beaver St.,New York,NY,10004,City,,Green Book,
Amit Agarwal,Chief Information Officer,Taxi & Limousine Commission,TLC,"Office of Operations, People and Innovation",(212) 676-1050,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Cindi Davidson,"Assistant Commissioner, Program Management",Taxi & Limousine Commission,TLC,"Office of Operations, People and Innovation",(212) 676-1180,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Jason Kersten,Press Secretary,Taxi & Limousine Commission,TLC,Office of Public Affairs,(212) 676-1070,,,,33 Beaver St.,New York,NY,10004,City,,Green Book,
Ira Goldapper,Deputy Commissioner,Taxi & Limousine Commission,TLC,Uniformed Services Bureau,(718) 267-4515,,(718) 267-4500,,24-55 B.Q.E. West Service Rd.,Woodside,NY,11377,City,,Green Book,
Jose Torres,"Chief of Patrol, Enforcement",Taxi & Limousine Commission,TLC,Uniformed Services Bureau,(718) 267-4517,,(718) 267-4500,,24-55 B.Q.E. West Service Rd.,Woodside,NY,11377,City,,Green Book,
